DrugBank ID,Synonyms
,"['Aerosolized pooled immune globulin', 'Human gammaglobulin', 'Human IGG', 'Human immunoglobulin G', 'Human normal immunoglobulin', 'Immune globulin (human)', 'Immune globulin human', 'Immunoglobulin (human)', 'Immunoglobulin G (human)', 'Immunoglobulin G, human', 'Intravenous immune globulin (human)', 'Intravenous immunoglobulin (IVIg)']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['Filgrastim', 'Filgrastim-aafi', 'Filgrastim-sndz', 'G-CSF', 'Granulocyte Colony Stimulating Factor', 'Tbo-filgrastim']"
,"['Anti-CD3', 'Muromonab-CD3']"
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Ciclosporin', 'Ciclosporina', 'Ciclosporine', 'Ciclosporinum', 'CsA', 'CyA', 'Cyclosporin', 'Cyclosporin A', 'Cyclosporine']"
,['Interferon alfa-n3']
,"['Cetrorelix', 'Cetrorelixum']"
,['Tositumomab']
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Leuprorelin', 'Leuprorelina', 'Leuproreline', 'Leuprorelinum']"
,"['IFN-gamma 1b', 'IFN-gamma-1b', 'Interferon gamma 1-b', 'Interferon gamma-1b', 'Interferon gamma-1b, recombinant', 'Interferon gamma-2a']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['Glucagon', 'Glucagon (recombinant dna origin)', 'Glucagon recombinant', 'Glucagon, human', 'Glucagon, porcine', 'Glucagone', 'Glucagonum']"
,"['E.P.O.', 'Epoetin alfa', 'Epoetin alfa rDNA', 'Epoetin alfa-epbx', 'Epoetin alfa, recombinant', 'Epoetin beta', 'Epoetin beta rDNA', 'Epoetin epsilon', 'Epoetin gamma', 'Epoetin gamma rDNA', 'Epoetin kappa', 'Epoetin omega', 'Epoetin theta', 'Epoetin zeta', 'Epoetina alfa', 'Epoetina beta', 'Epoetina dseta', 'Epoetina zeta', 'Epoétine zêta', 'Epoetinum zeta', 'Erythropoiesis stimulating factor', 'Erythropoietin (human, recombinant)', 'Erythropoietin (recombinant human)', 'ESF', 'SH-polypeptide-72']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['anti-CD11a', 'antiCD11 alpha', 'Efalizumab']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Growth hormone', 'Growth hormone (human)', 'hGH', 'Human growth hormone', 'Recombinant human growth hormone', 'rhGH', 'Somatotropin (human)', 'Somatotropin human', 'Somatotropin human growth hormone', 'Somatropin', 'Somatropin (rDNA origin)', 'Somatropin (recombinant DNA origin)', 'Somatropin [rDNA origin]', 'Somatropin recombinant', 'Somatropin(recombinant DNA origin)', 'Somatropina']"
,"['Cetrorelix', 'Cetrorelixum']"
,['Peginterferon alfa-2b']
,"['Oxitocina', 'Oxytocin']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['Choriogonadotropin alfa', 'Choriogonadotropin alpha', 'Chorionic gonadotropin (recombinant)']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,"['Bacillus brevis gramicidin D', 'Gramicidin', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Gramicidina', 'Gramicidine']"
,"['Anti-CD3', 'Muromonab-CD3']"
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Filgrastim', 'Filgrastim-aafi', 'Filgrastim-sndz', 'G-CSF', 'Granulocyte Colony Stimulating Factor', 'Tbo-filgrastim']"
,"['Goserelin', 'Goserelina']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Kinase (enzyme-activating), uro-urokinase', 'TCUK', 'Tissue culture urokinase', 'Two-chain urokinase', 'Urochinasi', 'Urokinase', 'Urokinasum', 'Uroquinasa']"
,"['Estreptoquinasa', 'Streptochinasi', 'Streptococcal fibrinolysin', 'Streptokinase', 'Streptokinasum']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,['Omalizumab']
,"['Bacillus brevis gramicidin D', 'Gramicidin', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Gramicidina', 'Gramicidine']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Insulin lispro', 'Insulin lispro (genetical recombination)', 'Insulin lispro (rDNA origin)', 'Insulin lispro protamine', 'Insulin lispro protamine recombinant', 'Insulin lispro recombinant', 'insulin lispro-aabc', 'Insulin,lispro,human/rDNA', 'Insulin,lispro,protamine/rDNA', 'Insulina lispro']"
,"['Hyaluronidase (glycoprotein, sheep testis isoenzyme)', 'Hyaluronidase (ovine)', 'Hyaluronidase (sheep testis isoenzyme)', 'Hyaluronidase, ovine', 'Ovine hyaluronidase']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['Filgrastim', 'Filgrastim-aafi', 'Filgrastim-sndz', 'G-CSF', 'Granulocyte Colony Stimulating Factor', 'Tbo-filgrastim']"
,"['Etanercept', 'etanercept-szzs', 'etanercept-ykro', 'Recombinant human TNF', 'rhu TNFR:Fc', 'rhu-TNFR:Fc', 'TNFR-Immunoadhesin']"
,"['Rituximab', 'rituximab-abbs', 'rituximab-arrx', 'rituximab-pvvr']"
,"['Interferon alfa-2a', 'Interferon alfa-2a (genetical recombination)', 'Interferon alfa-2a (recombinant)', 'Interferon alfa-2a, recombinant', 'Interferon alfa-2a,recombinant', 'Interferon alpha-2a', 'Interferon-alfa-2a', 'Recombinant human interferon alfa-2a', 'Recombinant human interferon-alfa-2a', 'rIFN-alpha-2a', 'SH-polypeptide-46']"
,"['Kinase (enzyme-activating), uro-urokinase', 'TCUK', 'Tissue culture urokinase', 'Two-chain urokinase', 'Urochinasi', 'Urokinase', 'Urokinasum', 'Uroquinasa']"
,"['Digitalis antitoxin', 'Digoxin Immune Fab, Ovine', 'Digoxin-specific Antibody Fragments', 'Ovine digoxin immune fab']"
,"['Botulin B', 'Botulinum antitoxin type B', 'Botulinum B toxin', 'Botulinum neurotoxin type B precursor', 'Botulinum toxin type B', 'BTX-B', 'RimabotulinumtoxinB', 'Toxina botulínica B']"
,"['anti-CD11a', 'antiCD11 alpha', 'Efalizumab']"
,"['Digitalis antitoxin', 'Digoxin Immune Fab, Ovine', 'Digoxin-specific Antibody Fragments', 'Ovine digoxin immune fab']"
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['Imiglucerasa', 'Imiglucerase']"
,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,['Alemtuzumab']
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,['Alemtuzumab']
,"['Human menopausal gonadotrophin', 'Menotrophin', 'Menotropin', 'Menotropina', 'Menotropins (FSH;LH)']"
,['Gemtuzumab ozogamicin']
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,['Sermorelin']
,"['Rasburicasa', 'Rasburicase', 'Recombinant urate oxidase', 'Urate oxidase']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['Interferon alfa-2a', 'Interferon alfa-2a (genetical recombination)', 'Interferon alfa-2a (recombinant)', 'Interferon alfa-2a, recombinant', 'Interferon alfa-2a,recombinant', 'Interferon alpha-2a', 'Interferon-alfa-2a', 'Recombinant human interferon alfa-2a', 'Recombinant human interferon-alfa-2a', 'rIFN-alpha-2a', 'SH-polypeptide-46']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['E.P.O.', 'Epoetin alfa', 'Epoetin alfa rDNA', 'Epoetin alfa-epbx', 'Epoetin alfa, recombinant', 'Epoetin beta', 'Epoetin beta rDNA', 'Epoetin epsilon', 'Epoetin gamma', 'Epoetin gamma rDNA', 'Epoetin kappa', 'Epoetin omega', 'Epoetin theta', 'Epoetin zeta', 'Epoetina alfa', 'Epoetina beta', 'Epoetina dseta', 'Epoetina zeta', 'Epoétine zêta', 'Epoetinum zeta', 'Erythropoiesis stimulating factor', 'Erythropoietin (human, recombinant)', 'Erythropoietin (recombinant human)', 'ESF', 'SH-polypeptide-72']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Etanercept', 'etanercept-szzs', 'etanercept-ykro', 'Recombinant human TNF', 'rhu TNFR:Fc', 'rhu-TNFR:Fc', 'TNFR-Immunoadhesin']"
,['Peginterferon alfa-2b']
,"['[Leu1, Thr2]-63-desulfohirudin', 'Desulfatohirudin', 'Hirudin variant-1', 'Lepirudin', 'Lepirudin recombinant', 'R-hirudin']"
,"['Etanercept', 'etanercept-szzs', 'etanercept-ykro', 'Recombinant human TNF', 'rhu TNFR:Fc', 'rhu-TNFR:Fc', 'TNFR-Immunoadhesin']"
,"['Imiglucerasa', 'Imiglucerase']"
,"['Oxitocina', 'Oxytocin']"
,"['Digitalis antitoxin', 'Digoxin Immune Fab, Ovine', 'Digoxin-specific Antibody Fragments', 'Ovine digoxin immune fab']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Human menopausal gonadotrophin', 'Menotrophin', 'Menotropin', 'Menotropina', 'Menotropins (FSH;LH)']"
,"['Growth hormone', 'Growth hormone (human)', 'hGH', 'Human growth hormone', 'Recombinant human growth hormone', 'rhGH', 'Somatotropin (human)', 'Somatotropin human', 'Somatotropin human growth hormone', 'Somatropin', 'Somatropin (rDNA origin)', 'Somatropin (recombinant DNA origin)', 'Somatropin [rDNA origin]', 'Somatropin recombinant', 'Somatropin(recombinant DNA origin)', 'Somatropina']"
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['Vasopressin, unspecified', 'Vasopressina']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['RHUMAB HER2', 'Trastuzumab', 'trastuzumab-anns', 'trastuzumab-dkst', 'trastuzumab-dttb', 'trastuzumab-pkrb', 'trastuzumab-qyyp']"
,"['Interferon beta 1b (recombinant)', 'Interferon beta-1b', 'Interferon beta-1b,recombinant', 'Interferon-beta-1b', 'Recombinant interferon beta-1b']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Anti-alpha4 integrin', 'Anti-VLA4', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULFIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'IMMUNOGLOBULIN G4 (HUMAN-MOUSE MONOCLONAL AN100226 4-CHAIN ANTI-HUMAN INTEGRIN 4), DISULPHIDE WITH HUMAN-MOUSE MONOCLONAL AN100226 LIGHT CHAIN, DIMER', 'Natalizumab']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['Anakinra', 'IL-1RA', 'Interleukin-1 receptor antagonist anakinra']"
,"['Activated protein C', 'Blood coagulation factor XIV (human)', 'Drotrecogin alfa (activated)', 'Drotrecogin alfa (activated), lyophilized', 'Drotrecogin alfa activated', 'Drotrecogin alfa, activated', 'Drotrecogin-alfa', 'Recombinant human activated protein C (rH-APC)']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Peg-asparaginase', 'Peg/L-asparaginase', 'Pegaspargasa', 'Pegaspargase']"
,"['Coagulation factor VIIa', 'Coagulation factor VIIa (recombinant)', 'Coagulation factor VIIa (recombinant)-jncw', 'Eptacog alfa', 'Eptacog alfa (activated)', 'rFVIIa']"
,"['Recombinant Human Thyroid Stimulating Hormone', 'Recombinant thyrotropin alfa', 'rhTSH', 'rTSH', 'Thyrotropin alfa', 'Thyrotropin alpha']"
,"['Bacillus brevis gramicidin D', 'Gramicidin', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Gramicidina', 'Gramicidine']"
,"['24-163 fibroblast growth factor 7 (human)', 'Palifermin', 'Palifermina']"
,"['Infliximab', 'Infliximab (genetical recombination)', 'Infliximab-abda', 'Infliximab-axxq', 'Infliximab-dyyb', 'Infliximab-qbtx']"
,['Tositumomab']
,"['Interferon beta 1-a', 'Interferon beta 1a', 'Interferon beta-1a', 'Interferon beta-1a (recombinant human)', 'Interferon beta-1a (recombinant)', 'Interferon beta-1a,recombinant', 'Interferon beta, recombinant human', 'Interferon-beta-1a', 'SNG001']"
,"['(111In)-Capromab pendetide', 'Capromab pendetide', 'Indium (111In) capromab pendetide', 'Indium 111 Capromab Pendetide', 'Indium In 111 capromab pendetide']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Kinase (enzyme-activating), uro-urokinase', 'TCUK', 'Tissue culture urokinase', 'Two-chain urokinase', 'Urochinasi', 'Urokinase', 'Urokinasum', 'Uroquinasa']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,['Sermorelin']
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['2-(L-phenylalanine)-8-L-lysinevasopressin', 'Felipresina', 'Felypressin', 'Felypressine', 'Felypressinum', 'PLV-2']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['Asparaginase', 'Asparaginase (E. coli)', 'Colaspase', 'Escherichia coli L-asparaginase', 'L-asparaginase', 'L-asparagine amidohydrolase']"
,"['125-L-serine-2-133-interleukin 2 (human reduced)', 'Aldesleukin', 'Aldesleukina', 'ILT-101', 'ILT101', 'Interleukin-2 aldesleukin', 'Interleukin-2(2-133),125-ser', 'Recombinant human interleukin-2', 'Recombinant interleukin-2 human']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Insulin glargine', 'Insulin glargine (rDNA origin)', 'Insulin glargine recombinant', 'insulin glargine-yfgn', 'Insulina glargina']"
,"['Estreptoquinasa', 'Streptochinasi', 'Streptococcal fibrinolysin', 'Streptokinase', 'Streptokinasum']"
,"['anti-CD11a', 'antiCD11 alpha', 'Efalizumab']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,['Tositumomab']
,"['Glucagon', 'Glucagon (recombinant dna origin)', 'Glucagon recombinant', 'Glucagon, human', 'Glucagon, porcine', 'Glucagone', 'Glucagonum']"
,"['Human t-PA (residues 1-3 and 176-527)', 'Reteplasa', 'Reteplase', 'Reteplase, recombinant', 'Reteplase,recombinant']"
,"['alpha-L-Idosiduronase', 'Human Recombinant alpha-L-iduronidase', 'Laronidasa', 'Laronidase', 'Laronidase (genetical recombination)']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Antihemophilic factor (recombinant)', 'Antihemophilic factor recombinant', 'Antihemophilic factor, human recombinant', 'Antihemophilic factor, recombinant', 'Coagulation factor VIII, recombinant', 'Factor VIII (rDNA)', 'Factor VIII (Recombinant)', 'Factor VIII recombin', 'Factor VIII, recombinant', 'Human Factor VIII (Recombinant)', 'Human factor VIII recombinant', 'Octocog alfa', 'rAHF', 'Recombinant antihemophilic factor VIII']"
,"['E.P.O.', 'Epoetin alfa', 'Epoetin alfa rDNA', 'Epoetin alfa-epbx', 'Epoetin alfa, recombinant', 'Epoetin beta', 'Epoetin beta rDNA', 'Epoetin epsilon', 'Epoetin gamma', 'Epoetin gamma rDNA', 'Epoetin kappa', 'Epoetin omega', 'Epoetin theta', 'Epoetin zeta', 'Epoetina alfa', 'Epoetina beta', 'Epoetina dseta', 'Epoetina zeta', 'Epoétine zêta', 'Epoetinum zeta', 'Erythropoiesis stimulating factor', 'Erythropoietin (human, recombinant)', 'Erythropoietin (recombinant human)', 'ESF', 'SH-polypeptide-72']"
,['Interferon alfa-n3']
,"['Rituximab', 'rituximab-abbs', 'rituximab-arrx', 'rituximab-pvvr']"
,['Abarelix']
,"['Abciximab', 'Abciximab (genetical recombination)', 'c7E3']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Abciximab', 'Abciximab (genetical recombination)', 'c7E3']"
,"['(monomethoxypolyethylene glycol succinimidyl) 11-17-adenosine deaminase', 'PEG-adenosine deaminase', 'pegADA', 'Pegademase', 'Pegademase bovine']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['IL-11', 'Interleukin 11', 'Interleukin-11', 'Oprelvekin', 'Recombinant interleukin-11']"
,"['Daptomicina', 'Daptomycin', 'Daptomycine', 'Daptomycinum']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['Octreotida', 'Octreotide', 'Octreotidum', 'Octrotide']"
,"['IFN Alfacon-1', 'IFN-Con1', 'Interferon alfacon-1']"
,"['125-L-serine-2-133-interleukin 2 (human reduced)', 'Aldesleukin', 'Aldesleukina', 'ILT-101', 'ILT101', 'Interleukin-2 aldesleukin', 'Interleukin-2(2-133),125-ser', 'Recombinant human interleukin-2', 'Recombinant interleukin-2 human']"
,"['Interferon alfa-2a', 'Interferon alfa-2a (genetical recombination)', 'Interferon alfa-2a (recombinant)', 'Interferon alfa-2a, recombinant', 'Interferon alfa-2a,recombinant', 'Interferon alpha-2a', 'Interferon-alfa-2a', 'Recombinant human interferon alfa-2a', 'Recombinant human interferon-alfa-2a', 'rIFN-alpha-2a', 'SH-polypeptide-46']"
,"['Estreptoquinasa', 'Streptochinasi', 'Streptococcal fibrinolysin', 'Streptokinase', 'Streptokinasum']"
,"['Oxitocina', 'Oxytocin']"
,"['Bivalirudin', 'Bivalirudina', 'Bivalirudinum']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Oxitocina', 'Oxytocin']"
,"['Adalimumab', 'Adalimumab (genetical recombination)', 'adalimumab-adaz', 'adalimumab-adbm', 'adalimumab-afzb', 'adalimumab-atto', 'adalimumab-bwwd', 'adalimumab-fkjp']"
,"['Tenecteplasa', 'Tenecteplase', 'TNK-tPA']"
,"['Indium (111In) satumomab pendetide', 'Indium In 111 satumomab pendetide', 'Indium-111 satumomab pendetide']"
,['Basiliximab']
,['Omalizumab']
,"['Folitropina alfa', 'Folitropina beta', 'Folitropina delta', 'Follicle stimulating hormone', 'Follitrophin alfa', 'Follitrophin alpha', 'Follitrophin beta', 'Follitropin alfa', 'Follitropin alfa/beta', 'Follitropin alpha', 'Follitropin beta', 'Follitropin delta', 'Follitropin gamma', 'Follotropin recombinant', 'FSH', 'FSH alpha', 'FSH-a', 'FSH-b', 'FSH-beta', 'Recombinant human follicle stimulating hormone beta', 'Recombinant human follicle-stimulating hormone (r-HFSH)', 'rFSH-alpha']"
,"['PEG-IFN alfa-2A', 'PEG-Interferon alfa-2A', 'Peginterferon alfa-2a', 'Pegylated Interfeaon alfa-2A', 'Pegylated interferon alfa-2a', 'Pegylated interferon alpha-2a', 'Pegylated-interferon alfa 2a']"
,"['Darbepoetin', 'Darbepoetin alfa', 'Darbepoetin alfa,recombinant', 'Darbepoetina alfa']"
,"['Recombinant human granulocyte-macrophage colony stimulating factor', 'rGM-CSF', 'rHu GM-CSF', 'Sargramostim']"
,"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
,"['Pancrealipase', 'Pancreatic extract pancrelipase', 'Pancreatic protease', 'Pancreatin', 'Pancreatinum', 'Pancrelipase', 'Pancrelipase (amylase;lipase;protease)']"
,"['High molecular weight insulin human', 'Human insulin', 'human insulin (rDNA)', 'Insulin (human)', 'Insulin human', 'Insulin human [rDNA origin]', 'Insulin Human Regular', 'Insulin human regular (rDNA)', 'Insulin human, rDNA origin', 'Insulin recombinant human', 'Insulin recombinant purified human', 'Insulin regular', 'Insulin, human', 'Insulina regular', 'Neutral insulin', 'Regular Insulin, human', 'Soluble insulin']"
,"['Interferon alfa-2b', 'Interferon alfa-2b (recombinant)', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon α-2b', 'Intron (Interferon α2b)', 'Intron A', 'Intron A (Interferon α2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
,"['Eptifibatida', 'Eptifibatide', 'Integrelin', 'Intrifiban']"
